                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    142,                 1.1732,                0.58357,                 1.0486,                0.97635,                0.95278,                0.97189,                0.66047,                 1.0494,                0.48439,                0.98845,             0.00089134,             0.00089134,             0.00089134
                    143,                 1.1535,                0.59281,                 1.0459,                0.98375,                0.95805,                0.97217,                0.67079,                 1.0362,                0.48219,                0.98548,             0.00088584,             0.00088584,             0.00088584
                    144,                 1.1619,                0.59461,                 1.0347,                 0.9799,                0.96057,                0.97395,                0.66475,                 1.0454,                0.48075,                0.99078,             0.00088034,             0.00088034,             0.00088034
                    145,                 1.1533,                0.58064,                 1.0527,                 0.9756,                0.95513,                0.97186,                0.64967,                 1.0825,                0.49164,                 1.0019,             0.00087484,             0.00087484,             0.00087484
                    146,                 1.1651,                0.59159,                 1.0555,                0.98004,                0.95821,                0.97188,                0.65931,                 1.0376,                0.48559,                0.98201,             0.00086934,             0.00086934,             0.00086934
                    147,                 1.1487,                0.56649,                 1.0399,                0.98523,                0.95667,                0.97407,                0.67969,                 1.0219,                0.46822,                0.98056,             0.00086384,             0.00086384,             0.00086384
                    148,                 1.1666,                0.58428,                 1.0342,                0.98556,                0.96035,                0.97253,                0.66954,                 1.0222,                 0.4685,                0.97725,             0.00085834,             0.00085834,             0.00085834
                    149,                  1.155,                0.58658,                 1.0355,                0.98211,                0.95894,                 0.9734,                0.66982,                 1.0191,                0.47517,                0.97736,             0.00085284,             0.00085284,             0.00085284
                    150,                 1.1469,                0.57864,                 1.0365,                0.98158,                 0.9609,                 0.9728,                0.68129,                0.99767,                0.46298,                 0.9719,             0.00084734,             0.00084734,             0.00084734
                    151,                 1.1225,                0.56595,                 1.0312,                0.97932,                0.95586,                0.97026,                0.67811,                 1.0082,                 0.4637,                0.97264,             0.00084184,             0.00084184,             0.00084184
                    152,                 1.1598,                0.56998,                 1.0393,                0.98096,                0.95805,                0.97448,                0.67903,                 1.0107,                0.46935,                0.96823,             0.00083633,             0.00083633,             0.00083633
                    153,                 1.1165,                0.55206,                 1.0151,                0.97167,                0.96592,                0.97411,                0.67936,                 1.0041,                0.46063,                0.96941,             0.00083083,             0.00083083,             0.00083083
                    154,                 1.1065,                 0.5587,                 1.0169,                0.97326,                0.95311,                0.97224,                0.67061,                 1.0237,                0.47858,                0.97668,             0.00082533,             0.00082533,             0.00082533
                    155,                 1.1358,                 0.5672,                  1.028,                0.98288,                  0.954,                0.97566,                0.67963,                 1.0028,                0.46701,                0.97044,             0.00081983,             0.00081983,             0.00081983
                    156,                 1.1146,                0.55626,                 1.0057,                0.98594,                  0.953,                0.97437,                0.69244,                0.98252,                0.45822,                0.96172,             0.00081433,             0.00081433,             0.00081433
                    157,                 1.1305,                 0.5791,                 1.0354,                0.98297,                 0.9544,                0.97621,                 0.6873,                0.98095,                0.45632,                0.96163,             0.00080883,             0.00080883,             0.00080883
                    158,                 1.1186,                 0.5589,                 1.0292,                 0.9845,                 0.9555,                0.97376,                0.67167,                0.97788,                0.45822,                0.96464,             0.00080333,             0.00080333,             0.00080333
                    159,                 1.1324,                  0.571,                 1.0287,                0.97934,                0.95353,                0.97266,                0.68056,                0.97923,                0.45935,                0.96555,             0.00079783,             0.00079783,             0.00079783
                    160,                 1.1129,                0.56934,                 1.0275,                0.97836,                0.96112,                0.97343,                0.69188,                0.98042,                0.45446,                0.96191,             0.00079233,             0.00079233,             0.00079233
                    161,                 1.0989,                0.55588,                 1.0148,                0.97841,                0.95618,                 0.9731,                0.67001,                 1.0371,                0.47832,                0.97677,             0.00078682,             0.00078682,             0.00078682
                    162,                  1.108,                0.54577,                 1.0283,                0.98477,                0.95383,                0.96927,                0.69361,                0.97037,                0.45484,                0.95698,             0.00078132,             0.00078132,             0.00078132
                    163,                 1.1175,                0.56576,                 1.0328,                0.98608,                0.95529,                0.97452,                0.68612,                 0.9825,                 0.4572,                0.96075,             0.00077582,             0.00077582,             0.00077582
                    164,                 1.0965,                0.55763,                 1.0231,                 0.9869,                0.95242,                0.97214,                0.68825,                0.95426,                0.45115,                 0.9545,             0.00077032,             0.00077032,             0.00077032
                    165,                  1.095,                0.58782,                 1.0248,                0.98671,                0.95455,                0.97415,                0.69948,                0.95069,                0.44548,                0.95352,             0.00076482,             0.00076482,             0.00076482
                    166,                 1.1032,                0.55937,                 1.0246,                0.98469,                0.95383,                0.97164,                0.69155,                 0.9563,                0.44859,                0.95288,             0.00075932,             0.00075932,             0.00075932
                    167,                 1.1024,                0.55442,                 1.0151,                0.98268,                  0.953,                0.97305,                0.68096,                 0.9817,                0.45828,                0.95748,             0.00075382,             0.00075382,             0.00075382
                    168,                 1.0878,                0.55902,                 1.0099,                0.98158,                 0.9587,                0.97264,                0.69928,                0.94528,                0.44773,                0.94597,             0.00074832,             0.00074832,             0.00074832
                    169,                 1.0945,                0.54473,                 1.0116,                0.97898,                0.96242,                0.97408,                0.69004,                0.96221,                0.45529,                0.95801,             0.00074282,             0.00074282,             0.00074282
                    170,                  1.088,                0.52824,                 1.0087,                0.98536,                 0.9574,                0.97437,                0.69892,                0.95772,                0.44917,                0.95607,             0.00073731,             0.00073731,             0.00073731
                    171,                  1.095,                0.53895,                 1.0098,                0.98561,                0.95613,                0.97286,                0.70474,                0.94534,                0.45058,                0.94714,             0.00073181,             0.00073181,             0.00073181
                    172,                 1.0712,                0.52158,                0.99769,                0.98245,                  0.954,                0.97243,                0.71149,                0.93221,                0.44324,                0.94216,             0.00072631,             0.00072631,             0.00072631
                    173,                 1.0844,                0.55278,                 1.0111,                0.98599,                0.95624,                0.97407,                0.70931,                0.93773,                0.44166,                0.94495,             0.00072081,             0.00072081,             0.00072081
                    174,                 1.0555,                 0.5279,                0.99932,                0.98801,                0.95188,                 0.9736,                0.71289,                0.91583,                0.43951,                0.94232,             0.00071531,             0.00071531,             0.00071531
                    175,                 1.0952,                0.56245,                 1.0008,                0.98672,                 0.9554,                0.97283,                0.70759,                0.93947,                0.43916,                0.94459,             0.00070981,             0.00070981,             0.00070981
                    176,                 1.0784,                0.55055,                 1.0092,                0.98158,                0.95414,                0.97245,                0.69831,                 0.9581,                0.44153,                0.94927,             0.00070431,             0.00070431,             0.00070431
                    177,                 1.0649,                0.52773,                0.99817,                 0.9853,                0.95313,                0.97238,                 0.7052,                0.92964,                0.43948,                0.94128,             0.00069881,             0.00069881,             0.00069881
                    178,                 1.0553,                0.54075,                 1.0032,                0.98775,                 0.9574,                0.97305,                0.69874,                0.96541,                0.44429,                0.95127,             0.00069331,             0.00069331,             0.00069331
                    179,                 1.0784,                0.53791,                 1.0122,                0.97555,                 0.9549,                0.97439,                0.70278,                0.92333,                0.44358,                0.94047,              0.0006878,              0.0006878,              0.0006878
                    180,                 1.0515,                0.52871,                0.99922,                0.97796,                0.95769,                0.97596,                0.70567,                0.91196,                0.43485,                0.93544,              0.0006823,              0.0006823,              0.0006823
                    181,                 1.0566,                0.53009,                 1.0093,                0.97569,                0.96025,                0.97447,                0.70526,                 0.9229,                0.43321,                0.93959,              0.0006768,              0.0006768,              0.0006768
                    182,                 1.0747,                0.52624,                 1.0163,                0.98855,                0.95075,                0.97438,                 0.7121,                0.90112,                0.42625,                0.93294,              0.0006713,              0.0006713,              0.0006713
                    183,                 1.0537,                0.53383,                0.99564,                0.98011,                0.95425,                0.97429,                0.70928,                0.93176,                0.43908,                0.94005,              0.0006658,              0.0006658,              0.0006658
                    184,                 1.0496,                0.52411,                0.99858,                0.97586,                0.95789,                0.97332,                0.70447,                0.92406,                0.43908,                0.93476,              0.0006603,              0.0006603,              0.0006603
                    185,                 1.0499,                0.52667,                 1.0035,                0.98467,                0.95495,                0.97342,                0.70779,                0.91876,                0.43333,                0.93598,              0.0006548,              0.0006548,              0.0006548
                    186,                 1.0558,                0.52756,                 1.0176,                0.98224,                0.94948,                0.97364,                0.70225,                0.90989,                0.43534,                0.93335,              0.0006493,              0.0006493,              0.0006493
                    187,                 1.0846,                0.53708,                 1.0033,                0.98398,                0.95551,                0.97459,                0.71304,                0.90199,                0.43365,                0.93325,              0.0006438,              0.0006438,              0.0006438
                    188,                 1.0556,                0.53041,                 1.0085,                0.98516,                0.95741,                0.97459,                0.70611,                0.92292,                0.43404,                0.93626,             0.00063829,             0.00063829,             0.00063829
                    189,                 1.0439,                0.52814,                  1.018,                0.98412,                0.95822,                0.97562,                0.71527,                0.89831,                  0.425,                0.92916,             0.00063279,             0.00063279,             0.00063279
                    190,                 1.0559,                0.53099,                0.99643,                0.98367,                0.95661,                0.97434,                0.71978,                0.89355,                0.42569,                 0.9305,             0.00062729,             0.00062729,             0.00062729
                    191,                 1.0489,                0.52833,                0.99392,                 0.9851,                0.95801,                0.97423,                0.72025,                 0.8993,                0.42759,                0.92768,             0.00062179,             0.00062179,             0.00062179
                    192,                 1.0285,                0.51999,                0.99627,                0.98758,                0.95594,                0.97535,                0.72701,                0.87733,                0.41896,                0.92395,             0.00061629,             0.00061629,             0.00061629
                    193,                 1.0229,                0.52231,                 1.0003,                0.98414,                0.95964,                0.97557,                0.72517,                0.88069,                0.42176,                 0.9258,             0.00061079,             0.00061079,             0.00061079
                    194,                 1.0488,                0.53518,                 1.0036,                0.98026,                0.95878,                0.97523,                0.72185,                0.88306,                 0.4228,                0.92612,             0.00060529,             0.00060529,             0.00060529
                    195,                 1.0383,                0.52108,                 1.0099,                0.97868,                0.95904,                0.97492,                0.72161,                0.88712,                 0.4255,                0.92894,             0.00059979,             0.00059979,             0.00059979
                    196,                 1.0095,                0.50588,                0.98401,                0.98279,                 0.9607,                0.97764,                0.72956,                0.86697,                0.41526,                0.92215,             0.00059429,             0.00059429,             0.00059429
                    197,                 1.0203,                0.51895,                0.99491,                0.98483,                0.96315,                0.97562,                0.72184,                0.88881,                0.42095,                 0.9254,             0.00058878,             0.00058878,             0.00058878
                    198,                 1.0308,                0.52403,                0.99488,                0.98505,                0.95967,                 0.9772,                0.72541,                0.87786,                0.42008,                0.92315,             0.00058328,             0.00058328,             0.00058328
                    199,                 1.0089,                0.51719,                0.98833,                0.98153,                0.95951,                0.97738,                0.72091,                0.90063,                 0.4229,                0.92926,             0.00057778,             0.00057778,             0.00057778
                    200,                0.98757,                0.50848,                 0.9808,                0.98116,                0.96688,                0.97831,                0.72733,                0.87946,                0.42118,                0.92553,             0.00057228,             0.00057228,             0.00057228
                    201,                 1.0238,                0.51251,                0.98084,                0.98628,                0.95749,                0.97536,                0.72901,                0.86725,                0.41687,                0.92184,             0.00056678,             0.00056678,             0.00056678
                    202,                 1.0162,                0.51081,                0.97985,                0.98674,                0.95586,                0.97545,                 0.7371,                0.84645,                0.40981,                0.91442,             0.00056128,             0.00056128,             0.00056128
                    203,                 1.0026,                0.50153,                0.97229,                0.98309,                0.96169,                0.97567,                0.73469,                0.84055,                0.40493,                0.91278,             0.00055578,             0.00055578,             0.00055578
                    204,                0.99134,                0.49706,                0.97305,                0.98034,                0.96104,                0.97509,                0.72405,                0.86547,                0.41279,                0.91864,             0.00055028,             0.00055028,             0.00055028
                    205,                 1.0085,                0.50576,                0.97312,                0.98044,                0.95896,                0.97526,                0.72476,                0.87164,                0.41343,                0.91995,             0.00054478,             0.00054478,             0.00054478
                    206,                 1.0022,                0.50428,                0.98637,                0.98249,                0.96164,                0.97541,                0.73588,                0.85542,                0.40964,                0.91545,             0.00053927,             0.00053927,             0.00053927
                    207,                0.98622,                0.48829,                0.98522,                0.98064,                0.96218,                0.97596,                0.73056,                0.85608,                0.40594,                0.91412,             0.00053377,             0.00053377,             0.00053377
                    208,                 1.0011,                0.49423,                0.98284,                0.98568,                0.95979,                0.97541,                0.73038,                0.86569,                0.41041,                0.91503,             0.00052827,             0.00052827,             0.00052827
                    209,                0.99353,                0.49998,                0.98035,                 0.9832,                0.96534,                 0.9752,                0.73827,                0.84991,                 0.4111,                0.91085,             0.00052277,             0.00052277,             0.00052277
                    210,                0.97699,                0.49653,                0.96851,                0.98847,                 0.9559,                0.97538,                0.73094,                0.85127,                0.40964,                0.91104,             0.00051727,             0.00051727,             0.00051727
                    211,                0.99999,                0.53819,                0.98196,                0.98075,                 0.9586,                0.97402,                0.72944,                0.85092,                0.40459,                0.91116,             0.00051177,             0.00051177,             0.00051177
                    212,                 0.9667,                0.49112,                0.97126,                0.98289,                0.95988,                0.97558,                0.73542,                0.84587,                0.40557,                0.90881,             0.00050627,             0.00050627,             0.00050627
                    213,                0.95261,                0.50708,                0.95182,                0.98717,                0.96084,                0.97526,                0.74023,                0.83423,                0.40406,                0.90603,             0.00050077,             0.00050077,             0.00050077
                    214,                0.97687,                0.48455,                0.96644,                0.98283,                 0.9647,                0.97709,                0.73637,                0.83176,                 0.4028,                0.90542,             0.00049527,             0.00049527,             0.00049527
                    215,                0.96602,                0.49013,                0.97163,                 0.9859,                 0.9599,                0.97546,                0.74255,                0.84217,                0.40067,                0.90596,             0.00048976,             0.00048976,             0.00048976
                    216,                0.95128,                0.48091,                0.97828,                0.98791,                0.96179,                0.97566,                0.74671,                0.81328,                0.39865,                 0.8997,             0.00048426,             0.00048426,             0.00048426
                    217,                 0.9452,                0.48658,                 0.9726,                0.98475,                0.96179,                0.97447,                0.73891,                0.83529,                0.40242,                0.90446,             0.00047876,             0.00047876,             0.00047876
                    218,                0.97475,                0.50557,                0.96399,                0.98824,                0.95724,                  0.975,                0.73784,                0.84354,                0.40503,                0.90626,             0.00047326,             0.00047326,             0.00047326
                    219,                0.97551,                 0.4911,                0.97221,                0.98463,                0.96204,                 0.9726,                0.74508,                0.82571,                0.39751,                0.90383,             0.00046776,             0.00046776,             0.00046776
                    220,                0.94899,                 0.4776,                0.96734,                0.98675,                0.96385,                0.97516,                 0.7472,                0.81049,                0.39244,                0.90033,             0.00046226,             0.00046226,             0.00046226
                    221,                0.94628,                0.48696,                0.96977,                 0.9848,                0.96315,                0.97512,                0.74737,                0.80107,                0.39208,                0.89674,             0.00045676,             0.00045676,             0.00045676
                    222,                0.93169,                0.47596,                0.94842,                 0.9887,                0.96441,                0.97566,                0.74961,                0.80634,                0.39182,                 0.8977,             0.00045126,             0.00045126,             0.00045126
                    223,                0.96794,                0.50317,                0.97168,                0.98875,                0.96226,                0.97493,                0.75296,                0.80044,                0.38797,                0.89698,             0.00044576,             0.00044576,             0.00044576
                    224,                0.95855,                0.49885,                0.96902,                0.98513,                0.96368,                0.97521,                 0.7571,                0.79326,                0.38325,                  0.896,             0.00044025,             0.00044025,             0.00044025
                    225,                0.96076,                0.49801,                0.95892,                0.98099,                0.96107,                 0.9751,                0.74749,                0.79331,                0.39144,                0.89496,             0.00043475,             0.00043475,             0.00043475
                    226,                0.96694,                0.48502,                0.96353,                0.98715,                0.96188,                0.97559,                0.75539,                0.78459,                0.38532,                0.89252,             0.00042925,             0.00042925,             0.00042925
                    227,                0.94031,                0.48014,                0.96566,                0.98422,                0.96066,                0.97539,                0.74924,                0.80577,                0.38698,                0.89758,             0.00042375,             0.00042375,             0.00042375
                    228,                0.96261,                0.48801,                0.97432,                0.98658,                0.95488,                0.97518,                0.75333,                0.79125,                0.38653,                0.89447,             0.00041825,             0.00041825,             0.00041825
                    229,                0.95285,                0.48425,                0.96075,                0.98088,                0.95827,                0.97496,                0.74424,                 0.8134,                0.39189,                0.89961,             0.00041275,             0.00041275,             0.00041275
                    230,                0.94014,                 0.4723,                0.96053,                0.98627,                0.96213,                0.97529,                0.75603,                0.78858,                0.38534,                 0.8927,             0.00040725,             0.00040725,             0.00040725
                    231,                0.94094,                0.48071,                0.96159,                 0.9851,                0.95887,                0.97425,                0.75699,                 0.7726,                0.38214,                0.88887,             0.00040175,             0.00040175,             0.00040175
                    232,                0.94266,                0.48002,                0.96513,                0.98483,                0.96372,                0.97622,                0.74914,                0.81124,                0.38991,                0.89904,             0.00039625,             0.00039625,             0.00039625
                    233,                0.95036,                 0.4845,                0.96978,                0.98714,                0.96526,                0.97601,                0.75299,                0.79305,                0.38892,                0.89335,             0.00039074,             0.00039074,             0.00039074
                    234,                0.92688,                0.47239,                0.95276,                0.98778,                 0.9637,                0.97687,                0.75391,                0.78717,                0.38784,                0.89213,             0.00038524,             0.00038524,             0.00038524
                    235,                0.89597,                0.45805,                0.94372,                 0.9863,                 0.9638,                0.97694,                0.75355,                0.79754,                 0.3852,                0.89298,             0.00037974,             0.00037974,             0.00037974
                    236,                0.92997,                0.47506,                0.94999,                0.98696,                0.96149,                0.97598,                 0.7601,                 0.7819,                0.38151,                0.88955,             0.00037424,             0.00037424,             0.00037424
                    237,                0.92298,                0.47509,                0.95765,                0.98951,                0.95889,                0.97401,                0.75515,                0.78751,                0.38247,                0.88933,             0.00036874,             0.00036874,             0.00036874
                    238,                0.93258,                0.47326,                0.95726,                0.98335,                0.96432,                0.97584,                 0.7577,                0.78654,                0.38494,                0.88725,             0.00036324,             0.00036324,             0.00036324
                    239,                0.90907,                0.46356,                0.95652,                0.98973,                0.96147,                0.97641,                0.76324,                0.77481,                0.37904,                0.88474,             0.00035774,             0.00035774,             0.00035774
                    240,                0.89703,                0.45362,                  0.942,                0.99014,                0.96234,                0.97662,                0.76526,                0.75979,                 0.3754,                0.88158,             0.00035224,             0.00035224,             0.00035224
                    241,                0.91789,                0.47469,                0.94619,                0.98788,                0.96109,                 0.9744,                0.76574,                0.75466,                0.37359,                0.88019,             0.00034674,             0.00034674,             0.00034674
                    242,                0.93205,                0.46032,                0.95266,                0.98686,                0.96022,                0.97615,                0.76449,                0.76483,                0.37494,                0.88314,             0.00034123,             0.00034123,             0.00034123
                    243,                0.90269,                0.46876,                0.94075,                0.98633,                0.96222,                0.97631,                0.76596,                0.76595,                0.37782,                0.88262,             0.00033573,             0.00033573,             0.00033573
                    244,                0.91561,                0.47231,                0.95489,                0.98899,                0.95956,                0.97601,                0.76493,                0.75625,                0.37461,                0.88203,             0.00033023,             0.00033023,             0.00033023
                    245,                0.90135,                0.46555,                0.94211,                0.99004,                0.95942,                0.97704,                0.76657,                0.75691,                0.37564,                0.88147,             0.00032473,             0.00032473,             0.00032473
                    246,                 0.8886,                0.45984,                0.95075,                0.99117,                0.96141,                0.97696,                0.76709,                0.75463,                0.37163,                0.88031,             0.00031923,             0.00031923,             0.00031923
                    247,                0.91533,                0.46438,                0.94117,                0.99099,                0.96088,                0.97826,                0.76529,                0.75581,                 0.3748,                0.87923,             0.00031373,             0.00031373,             0.00031373
                    248,                0.87576,                0.45314,                 0.9302,                0.98494,                0.96671,                0.97714,                0.77001,                0.75356,                0.36973,                0.87903,             0.00030823,             0.00030823,             0.00030823
                    249,                 0.9144,                0.46809,                0.94776,                0.98381,                0.96519,                0.97708,                0.76959,                0.75058,                0.36997,                  0.878,             0.00030273,             0.00030273,             0.00030273
                    250,                 0.9021,                0.47157,                0.94957,                 0.9881,                 0.9587,                0.97629,                 0.7694,                0.74698,                 0.3726,                0.88011,             0.00029723,             0.00029723,             0.00029723
                    251,                0.90174,                0.46274,                0.95138,                0.98585,                0.95968,                0.97596,                0.77475,                0.73126,                0.36594,                0.87379,             0.00029172,             0.00029172,             0.00029172
                    252,                0.85747,                0.44399,                0.94541,                0.98633,                0.95847,                0.97507,                 0.7735,                0.73321,                0.36812,                0.87356,             0.00028622,             0.00028622,             0.00028622
                    253,                0.90711,                0.46057,                0.94573,                0.98322,                0.96439,                0.97555,                0.76938,                0.74218,                0.36814,                0.87546,             0.00028072,             0.00028072,             0.00028072
                    254,                0.88074,                  0.456,                0.94212,                0.98714,                0.96077,                0.97554,                0.76943,                0.75114,                0.36932,                0.87516,             0.00027522,             0.00027522,             0.00027522
                    255,                0.89968,                0.45624,                 0.9427,                0.98665,                0.96307,                0.97672,                0.77063,                0.74853,                0.36958,                0.87516,             0.00026972,             0.00026972,             0.00026972
                    256,                0.89829,                0.45152,                0.93505,                0.98695,                0.96081,                0.97624,                0.77306,                0.73851,                0.36636,                0.87259,             0.00026422,             0.00026422,             0.00026422
                    257,                0.88805,                0.45465,                0.95034,                 0.9875,                  0.958,                 0.9761,                0.78053,                0.72027,                0.36154,                0.87055,             0.00025872,             0.00025872,             0.00025872
                    258,                0.88286,                 0.4604,                 0.9419,                0.98339,                 0.9638,                0.97628,                0.77659,                0.72765,                0.36234,                0.87124,             0.00025322,             0.00025322,             0.00025322
                    259,                0.86603,                0.45018,                0.93768,                0.98689,                0.96294,                0.97391,                0.77674,                0.72077,                0.36066,                0.86869,             0.00024772,             0.00024772,             0.00024772
                    260,                0.86468,                0.44341,                0.93865,                0.98153,                0.96625,                0.97643,                0.77252,                0.74115,                  0.366,                0.87226,             0.00024222,             0.00024222,             0.00024222
                    261,                0.85968,                0.44393,                0.93966,                0.98302,                0.96369,                 0.9764,                0.77417,                0.74047,                0.36536,                0.87084,             0.00023671,             0.00023671,             0.00023671
                    262,                0.86106,                0.44753,                0.93683,                0.98797,                0.95942,                0.97567,                0.77925,                0.72761,                0.36144,                0.86868,             0.00023121,             0.00023121,             0.00023121
                    263,                0.88929,                0.45724,                0.94494,                0.98603,                0.95994,                0.97606,                 0.7723,                0.73124,                0.36402,                0.87076,             0.00022571,             0.00022571,             0.00022571
                    264,                0.87246,                0.44376,                0.93635,                0.98381,                0.96077,                0.97605,                0.77172,                 0.7437,                0.36526,                0.87235,             0.00022021,             0.00022021,             0.00022021
                    265,                0.87829,                0.44889,                0.93163,                0.98832,                0.96015,                0.97695,                0.78065,                0.72207,                 0.3579,                0.86826,             0.00021471,             0.00021471,             0.00021471
                    266,                0.86151,                 0.4453,                0.94222,                0.98547,                0.96211,                 0.9769,                0.77858,                0.71916,                0.35632,                0.86833,             0.00020921,             0.00020921,             0.00020921
                    267,                0.85139,                0.43773,                0.93643,                0.98526,                0.96345,                0.97703,                0.77988,                0.71228,                0.35573,                0.86677,             0.00020371,             0.00020371,             0.00020371
                    268,                0.86836,                0.44372,                0.94717,                0.98988,                0.95905,                0.97671,                0.77723,                0.72431,                0.35772,                0.86825,             0.00019821,             0.00019821,             0.00019821
                    269,                0.85671,                0.43683,                0.92858,                0.98966,                0.95654,                0.97668,                0.77611,                0.72269,                0.35856,                0.86904,             0.00019271,             0.00019271,             0.00019271
                    270,                0.87115,                0.44444,                 0.9408,                0.98848,                0.95942,                0.97578,                0.78074,                0.71032,                0.35602,                0.86467,              0.0001872,              0.0001872,              0.0001872
                    271,                0.85099,                0.43464,                0.92151,                0.99182,                0.95863,                0.97621,                0.78418,                0.70052,                0.35469,                0.86233,              0.0001817,              0.0001817,              0.0001817
                    272,                0.87663,                0.47859,                0.93781,                0.98532,                 0.9638,                0.97682,                 0.7808,                0.71863,                0.35705,                0.86523,              0.0001762,              0.0001762,              0.0001762
                    273,                0.86409,                0.43862,                0.93578,                0.98515,                0.96397,                0.97679,                0.78487,                0.70601,                0.35197,                0.86488,              0.0001707,              0.0001707,              0.0001707
                    274,                0.84844,                0.44118,                 0.9303,                0.99174,                0.95942,                0.97695,                0.78555,                0.70614,                0.35323,                0.86309,              0.0001652,              0.0001652,              0.0001652
                    275,                0.84655,                0.44624,                0.92977,                0.98601,                0.96226,                0.97662,                0.78537,                0.70087,                0.35116,                 0.8627,              0.0001597,              0.0001597,              0.0001597
                    276,                0.83963,                0.43249,                0.92544,                0.99185,                0.95964,                0.97691,                0.78559,                0.70138,                0.35159,                0.86265,              0.0001542,              0.0001542,              0.0001542
                    277,                0.86488,                0.44093,                0.93016,                0.99126,                0.95839,                0.97664,                0.78615,                0.69729,                0.35043,                0.86236,              0.0001487,              0.0001487,              0.0001487
                    278,                0.82531,                0.42993,                 0.9246,                0.98545,                0.96291,                0.97703,                0.78684,                0.69555,                 0.3511,                0.86099,              0.0001432,              0.0001432,              0.0001432
                    279,                0.82669,                0.42231,                0.93049,                0.98306,                0.96383,                0.97656,                0.78739,                 0.6917,                0.34871,                0.86019,             0.00013769,             0.00013769,             0.00013769
                    280,                0.85162,                0.43698,                0.93143,                0.98251,                0.96474,                0.97641,                0.78682,                0.69882,                0.35034,                 0.8612,             0.00013219,             0.00013219,             0.00013219
                    281,                0.83359,                0.42997,                0.92852,                0.98343,                0.96412,                0.97664,                0.79072,                0.68999,                0.34852,                0.85995,             0.00012669,             0.00012669,             0.00012669
                    282,                0.84683,                0.42905,                0.92074,                0.98453,                0.96365,                0.97633,                0.78877,                0.69452,                0.35028,                0.85968,             0.00012119,             0.00012119,             0.00012119
                    283,                0.83126,                0.42753,                0.92183,                0.98383,                0.96571,                0.97652,                0.79297,                0.68697,                0.34761,                0.85749,             0.00011569,             0.00011569,             0.00011569
                    284,                0.82848,                0.42461,                0.91974,                0.99089,                0.95797,                 0.9761,                0.78887,                0.68963,                0.34786,                0.85851,             0.00011019,             0.00011019,             0.00011019
                    285,                0.84486,                0.42349,                0.94138,                0.98748,                0.96162,                0.97703,                0.79006,                0.68717,                0.34585,                0.85814,             0.00010469,             0.00010469,             0.00010469
                    286,                0.83505,                0.43617,                 0.9251,                0.98767,                0.96445,                 0.9776,                0.79217,                0.68313,                 0.3452,                0.85702,             9.9187e-05,             9.9187e-05,             9.9187e-05
                    287,                0.85074,                0.43027,                0.93007,                0.98891,                0.96226,                0.97686,                0.79103,                0.68374,                0.34481,                 0.8579,             9.3685e-05,             9.3685e-05,             9.3685e-05
                    288,                0.81334,                0.42359,                0.92073,                0.98463,                0.96732,                0.97904,                0.79368,                0.67904,                0.34564,                0.85683,             8.8184e-05,             8.8184e-05,             8.8184e-05
                    289,                0.81582,                 0.4188,                0.91689,                0.98796,                0.96326,                0.97731,                0.79073,                0.68558,                0.34526,                0.85763,             8.2683e-05,             8.2683e-05,             8.2683e-05
                    290,                0.82143,                0.43957,                0.93289,                0.98702,                0.96504,                0.97729,                0.79633,                0.67975,                0.34453,                0.85656,             7.7182e-05,             7.7182e-05,             7.7182e-05
                    291,                0.81406,                0.38686,                0.91661,                0.98886,                0.95847,                0.97629,                0.77983,                0.70971,                0.35416,                0.86254,             7.1681e-05,             7.1681e-05,             7.1681e-05
                    292,                0.78232,                0.38368,                0.90533,                 0.9888,                 0.9588,                0.97595,                0.77506,                0.72137,                0.35787,                0.86512,              6.618e-05,              6.618e-05,              6.618e-05
                    293,                0.80194,                0.38436,                0.91247,                0.98641,                0.96392,                0.97646,                0.77298,                0.72944,                0.35877,                0.86719,             6.0679e-05,             6.0679e-05,             6.0679e-05
                    294,                0.78308,                0.38342,                0.90277,                0.98605,                0.96326,                0.97668,                0.78389,                  0.701,                0.35383,                0.86176,             5.5178e-05,             5.5178e-05,             5.5178e-05
                    295,                0.77389,                0.37879,                0.89717,                0.98776,                0.96307,                0.97674,                0.78143,                0.70645,                0.35395,                0.86189,             4.9677e-05,             4.9677e-05,             4.9677e-05
                    296,                0.78803,                0.38556,                0.90451,                0.98623,                0.96228,                0.97637,                0.78497,                0.70053,                0.35236,                0.86048,             4.4176e-05,             4.4176e-05,             4.4176e-05
                    297,                0.77332,                0.37123,                0.89416,                0.98701,                0.96342,                0.97677,                0.78301,                 0.7082,                0.35319,                0.86191,             3.8674e-05,             3.8674e-05,             3.8674e-05
                    298,                0.76918,                0.37507,                0.89712,                0.98609,                 0.9618,                0.97629,                0.78476,                0.70306,                0.35126,                 0.8613,             3.3173e-05,             3.3173e-05,             3.3173e-05
                    299,                0.76402,                0.37928,                0.89869,                0.98552,                0.96193,                0.97678,                0.78568,                0.70059,                0.35055,                0.86075,             2.7672e-05,             2.7672e-05,             2.7672e-05
                    300,                 0.7587,                0.36625,                0.89303,                0.98497,                0.96088,                 0.9765,                0.78752,                0.69552,                0.34895,                0.85976,             2.2171e-05,             2.2171e-05,             2.2171e-05
